Gender,Senior Citizen,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Contract,Monthly Charges,Churn,Tenure_group,Charges_per_tenure
Male,0,No,51,Yes,No,Fiber optic,Month-to-month,87,No,Loyal,1.673076923
Male,1,No,65,Yes,No,DSL,Month-to-month,104,No,Loyal,1.575757576
Male,0,No,1,Yes,No,DSL,One year,91,Yes,New,45.5
Female,0,Yes,13,No,Yes,Fiber optic,Month-to-month,30,No,Medium,2.142857143
Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,98,Yes,New,8.909090909
Female,0,No,7,Yes,No,DSL,One year,71,Yes,New,8.875
Male,0,No,3,Yes,Yes,Fiber optic,One year,19,No,New,4.75
Male,0,No,46,No,Yes,Fiber optic,Month-to-month,34,No,Medium,0.723404255
Male,0,No,56,Yes,Yes,DSL,One year,76,No,Loyal,1.333333333
Female,0,Yes,61,Yes,No,DSL,Month-to-month,115,No,Loyal,1.85483871
Male,0,Yes,52,Yes,No,DSL,Two year,93,No,Loyal,1.754716981
Female,0,No,41,Yes,Yes,DSL,Month-to-month,70,Yes,Medium,1.666666667
Female,0,No,68,Yes,No,DSL,Month-to-month,26,No,Loyal,0.376811594
Female,0,Yes,41,Yes,No,Fiber optic,Month-to-month,78,No,Medium,1.857142857
Male,0,Yes,50,Yes,No,Fiber optic,Month-to-month,70,No,Loyal,1.37254902
Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,115,No,Loyal,1.597222222
Male,0,No,22,Yes,Yes,Fiber optic,One year,83,No,Medium,3.608695652
Male,0,Yes,59,Yes,No,DSL,Two year,20,No,Loyal,0.333333333
Male,0,Yes,6,Yes,Yes,DSL,Month-to-month,70,No,New,10
Female,0,Yes,33,Yes,Yes,DSL,One year,24,Yes,Medium,0.705882353
Female,0,Yes,17,Yes,No,DSL,Month-to-month,24,Yes,Medium,1.333333333
Male,0,Yes,49,Yes,No,DSL,One year,60,No,Loyal,1.2
Male,1,No,17,Yes,No,DSL,Month-to-month,100,Yes,Medium,5.555555556
Male,0,Yes,15,Yes,Yes,Fiber optic,Month-to-month,65,No,Medium,4.0625
Male,0,Yes,8,Yes,Yes,Fiber optic,Month-to-month,20,No,New,2.222222222
Male,0,No,22,Yes,No,Fiber optic,Month-to-month,65,No,Medium,2.826086957
Male,0,Yes,51,Yes,No,Fiber optic,Month-to-month,25,No,Loyal,0.480769231
Female,0,No,43,Yes,No,Fiber optic,Month-to-month,92,No,Medium,2.090909091
Male,0,No,3,No,No,DSL,Month-to-month,25,No,New,6.25
Female,1,Yes,48,Yes,Yes,Fiber optic,One year,104,No,Medium,2.12244898
Female,0,Yes,34,Yes,Yes,DSL,Two year,61,No,Medium,1.742857143
Male,1,Yes,41,Yes,No,DSL,One year,112,Yes,Medium,2.666666667
Female,0,Yes,67,Yes,Yes,Fiber optic,One year,112,No,Loyal,1.647058824
Female,0,Yes,19,Yes,No,DSL,Two year,76,No,Medium,3.8
Female,0,Yes,63,Yes,No,DSL,Month-to-month,100,No,Loyal,1.5625
Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,85,Yes,Medium,4.473684211
Female,0,No,1,Yes,No,DSL,Month-to-month,21,No,New,10.5
Female,0,No,11,Yes,Yes,Fiber optic,Two year,94,Yes,New,7.833333333
Male,0,No,30,Yes,No,DSL,Month-to-month,90,No,Medium,2.903225806
Male,0,No,23,Yes,Yes,Fiber optic,Month-to-month,75,Yes,Medium,3.125
Female,0,No,52,Yes,Yes,DSL,Two year,105,Yes,Loyal,1.981132075
Male,0,Yes,13,Yes,Yes,DSL,One year,20,No,Medium,1.428571429
Male,0,Yes,54,Yes,No,DSL,Month-to-month,63,No,Loyal,1.145454545
Male,0,No,1,Yes,Yes,Fiber optic,Two year,48,No,New,24
Female,0,Yes,68,Yes,No,DSL,Month-to-month,84,No,Loyal,1.217391304
Male,0,No,3,Yes,No,DSL,Month-to-month,64,No,New,16
Male,0,Yes,1,Yes,No,Fiber optic,One year,68,Yes,New,34
Female,0,No,34,Yes,No,DSL,Month-to-month,63,Yes,Medium,1.8
Male,0,No,49,Yes,Yes,Fiber optic,Month-to-month,66,No,Loyal,1.32
Female,0,Yes,23,Yes,No,DSL,Month-to-month,20,No,Medium,0.833333333
Female,0,Yes,46,Yes,No,DSL,One year,85,No,Medium,1.808510638
Male,0,Yes,50,Yes,Yes,Fiber optic,Two year,108,No,Loyal,2.117647059
Male,0,No,1,No,Yes,Fiber optic,Month-to-month,45,Yes,New,22.5
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,80,No,Medium,3.2
Male,0,Yes,68,Yes,No,DSL,Month-to-month,115,No,Loyal,1.666666667
Female,0,No,31,Yes,Yes,Fiber optic,Month-to-month,21,No,Medium,0.65625
Female,0,Yes,64,No,No,DSL,Month-to-month,50,No,Loyal,0.769230769
Female,0,Yes,14,Yes,No,Fiber optic,Month-to-month,87,Yes,Medium,5.8
Male,0,No,59,No,Yes,DSL,Month-to-month,52,No,Loyal,0.866666667
Male,0,Yes,72,Yes,No,DSL,One year,91,No,Loyal,1.246575342
Female,0,Yes,4,Yes,No,DSL,Month-to-month,98,Yes,New,19.6
Female,0,No,32,Yes,No,DSL,One year,84,Yes,Medium,2.545454545
Male,1,No,48,Yes,No,Fiber optic,One year,91,No,Medium,1.857142857
Male,0,No,72,Yes,Yes,Fiber optic,Two year,110,No,Loyal,1.506849315
Male,0,Yes,3,Yes,Yes,Fiber optic,Month-to-month,90,No,New,22.5
Female,0,Yes,72,Yes,No,DSL,One year,96,No,Loyal,1.315068493
Male,0,No,18,Yes,No,Fiber optic,Two year,84,No,Medium,4.421052632
Male,1,No,72,No,No,DSL,Month-to-month,63,No,Loyal,0.863013699
Female,1,No,32,Yes,No,Fiber optic,Two year,86,Yes,Medium,2.606060606
Female,1,No,13,Yes,No,DSL,Month-to-month,82,Yes,Medium,5.857142857
Female,0,Yes,7,No,No,DSL,One year,30,No,New,3.75
Female,0,Yes,6,Yes,Yes,Fiber optic,Two year,56,Yes,New,8
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,55,No,New,11
Female,0,Yes,13,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,1.428571429
Male,0,No,64,Yes,Yes,DSL,Two year,104,No,Loyal,1.6
Female,0,No,17,Yes,Yes,DSL,Two year,70,No,Medium,3.888888889
Female,0,Yes,40,No,Yes,Fiber optic,One year,51,No,Medium,1.243902439
Female,0,Yes,11,No,No,DSL,Two year,51,No,New,4.25
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,20,No,New,3.333333333
Female,0,Yes,23,Yes,No,Fiber optic,Month-to-month,86,No,Medium,3.583333333
Male,0,No,68,Yes,Yes,Fiber optic,Two year,77,No,Loyal,1.115942029
Female,0,No,1,Yes,Yes,DSL,Two year,79,No,New,39.5
Male,0,Yes,72,Yes,No,Fiber optic,Month-to-month,88,No,Loyal,1.205479452
Female,0,No,57,No,Yes,Fiber optic,Month-to-month,41,No,Loyal,0.706896552
Female,1,No,60,Yes,No,DSL,One year,116,No,Loyal,1.901639344
Male,1,No,6,Yes,No,DSL,Month-to-month,45,No,New,6.428571429
Male,0,Yes,55,Yes,Yes,Fiber optic,One year,90,No,Loyal,1.607142857
Female,1,No,72,Yes,No,DSL,Two year,110,No,Loyal,1.506849315
Male,0,No,70,Yes,No,DSL,Month-to-month,68,No,Loyal,0.957746479
Male,0,Yes,17,Yes,Yes,Fiber optic,Month-to-month,89,Yes,Medium,4.944444444
Male,0,No,9,Yes,Yes,Fiber optic,Month-to-month,60,No,New,6
Male,0,Yes,51,Yes,Yes,Fiber optic,Month-to-month,60,No,Loyal,1.153846154
Female,0,Yes,67,Yes,Yes,Fiber optic,One year,70,No,Loyal,1.029411765
Female,0,No,1,Yes,No,DSL,Month-to-month,76,Yes,New,38
Female,0,No,3,No,Yes,DSL,One year,25,Yes,New,6.25
Female,0,No,6,No,No,Fiber optic,Month-to-month,51,No,New,7.285714286
Female,0,Yes,10,Yes,No,Fiber optic,Month-to-month,66,No,New,6
Female,0,No,21,Yes,No,DSL,One year,86,No,Medium,3.909090909
Female,0,No,13,Yes,No,DSL,Two year,94,Yes,Medium,6.714285714
Male,0,No,51,Yes,No,DSL,Month-to-month,75,No,Loyal,1.442307692
Female,0,Yes,71,Yes,No,DSL,Month-to-month,20,No,Loyal,0.277777778
Male,0,No,1,Yes,No,DSL,Month-to-month,80,Yes,New,40
Male,1,No,65,Yes,Yes,DSL,One year,99,No,Loyal,1.5
Male,0,Yes,65,Yes,No,DSL,One year,72,Yes,Loyal,1.090909091
Female,0,No,64,Yes,No,DSL,Month-to-month,24,No,Loyal,0.369230769
Male,0,No,38,Yes,Yes,Fiber optic,Month-to-month,71,No,Medium,1.820512821
Female,0,No,56,Yes,No,DSL,Month-to-month,110,No,Loyal,1.929824561
Female,0,Yes,9,Yes,No,Fiber optic,Month-to-month,69,No,New,6.9
Female,0,No,38,Yes,No,DSL,One year,20,No,Medium,0.512820513
Male,0,Yes,44,Yes,No,Fiber optic,Month-to-month,55,No,Medium,1.222222222
Male,0,No,71,Yes,No,Fiber optic,One year,80,No,Loyal,1.111111111
Female,0,No,57,Yes,No,DSL,Month-to-month,100,No,Loyal,1.724137931
Female,0,No,43,No,Yes,Fiber optic,Month-to-month,49,Yes,Medium,1.113636364
Male,0,No,7,Yes,Yes,DSL,Month-to-month,87,Yes,New,10.875
Female,0,No,2,Yes,No,DSL,One year,80,Yes,New,26.66666667
Male,0,No,50,Yes,No,Fiber optic,Month-to-month,25,No,Loyal,0.490196078
Female,0,No,72,Yes,No,DSL,Month-to-month,83,No,Loyal,1.136986301
Female,0,Yes,13,Yes,No,Fiber optic,Month-to-month,89,No,Medium,6.357142857
Male,0,No,19,Yes,No,DSL,Month-to-month,70,No,Medium,3.5
Male,0,Yes,30,Yes,No,Fiber optic,Month-to-month,21,No,Medium,0.677419355
Female,0,No,58,Yes,No,DSL,Month-to-month,106,Yes,Loyal,1.796610169
Male,0,Yes,7,Yes,No,Fiber optic,Month-to-month,21,No,New,2.625
Male,0,Yes,55,Yes,No,DSL,Month-to-month,20,No,Loyal,0.357142857
Male,0,Yes,15,Yes,Yes,DSL,Month-to-month,20,No,Medium,1.25
Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,89,No,Loyal,1.289855072
Female,0,No,54,Yes,No,DSL,Month-to-month,100,Yes,Loyal,1.818181818
Female,0,No,25,No,Yes,DSL,Month-to-month,48,No,Medium,1.846153846
Female,0,No,1,Yes,No,DSL,Month-to-month,84,Yes,New,42
Male,0,No,72,Yes,No,DSL,Month-to-month,21,No,Loyal,0.287671233
Male,0,No,63,Yes,No,DSL,Month-to-month,72,No,Loyal,1.125
Male,0,Yes,42,Yes,Yes,Fiber optic,One year,20,No,Medium,0.465116279
Male,1,No,37,No,No,DSL,One year,37,No,Medium,0.973684211
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,20,Yes,New,4
Male,0,No,13,Yes,Yes,Fiber optic,One year,19,No,Medium,1.357142857
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,21,No,New,5.25
Female,0,No,1,Yes,No,Fiber optic,Two year,51,Yes,New,25.5
Female,0,No,68,Yes,Yes,Fiber optic,Month-to-month,90,No,Loyal,1.304347826
Male,0,No,10,Yes,No,DSL,One year,60,No,New,5.454545455
Male,0,Yes,62,Yes,No,DSL,Two year,81,No,Loyal,1.285714286
Male,0,No,49,Yes,Yes,Fiber optic,Month-to-month,20,No,Loyal,0.4
Male,0,Yes,46,Yes,No,Fiber optic,One year,20,No,Medium,0.425531915
Male,0,No,52,No,No,DSL,Month-to-month,64,No,Loyal,1.20754717
Female,0,Yes,26,Yes,Yes,DSL,Month-to-month,82,No,Medium,3.037037037
Female,0,Yes,8,Yes,No,DSL,Two year,20,No,New,2.222222222
Female,0,No,2,Yes,No,DSL,Month-to-month,76,Yes,New,25.33333333
Female,0,Yes,69,Yes,No,DSL,Month-to-month,20,No,Loyal,0.285714286
Female,0,No,4,No,Yes,DSL,Two year,29,No,New,5.8
Male,0,No,11,Yes,No,Fiber optic,Month-to-month,76,No,New,6.333333333
Male,1,No,9,Yes,Yes,Fiber optic,Month-to-month,49,No,New,4.9
Female,0,No,29,Yes,No,DSL,Two year,69,Yes,Medium,2.3
Male,1,Yes,60,Yes,No,DSL,Month-to-month,93,No,Loyal,1.524590164
Male,1,No,27,No,No,DSL,One year,31,Yes,Medium,1.107142857
Male,0,Yes,57,Yes,No,DSL,Month-to-month,20,No,Loyal,0.344827586
Female,0,Yes,1,Yes,Yes,DSL,Two year,74,Yes,New,37
Female,0,No,1,Yes,No,DSL,Month-to-month,92,Yes,New,46
Male,1,Yes,72,No,Yes,Fiber optic,Month-to-month,65,No,Loyal,0.890410959
Female,0,Yes,31,Yes,No,Fiber optic,Month-to-month,91,Yes,Medium,2.84375
Female,0,No,52,Yes,Yes,Fiber optic,Two year,59,No,Loyal,1.113207547
Female,1,No,48,Yes,Yes,DSL,Two year,59,No,Medium,1.204081633
Female,0,No,22,Yes,No,DSL,Month-to-month,89,Yes,Medium,3.869565217
Female,0,No,13,Yes,No,DSL,Month-to-month,75,Yes,Medium,5.357142857
Male,0,No,6,Yes,No,DSL,Month-to-month,80,No,New,11.42857143
Female,0,No,7,Yes,Yes,Fiber optic,One year,54,No,New,6.75
Female,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,109,No,Loyal,1.513888889
Male,0,Yes,3,Yes,No,DSL,Two year,70,Yes,New,17.5
Male,0,Yes,48,Yes,Yes,Fiber optic,Month-to-month,64,No,Medium,1.306122449
Male,0,Yes,9,Yes,No,DSL,One year,55,No,New,5.5
Male,1,No,7,Yes,Yes,DSL,Two year,74,Yes,New,9.25
Female,0,Yes,18,No,No,DSL,Month-to-month,35,Yes,Medium,1.842105263
Male,1,No,11,Yes,No,Fiber optic,One year,60,No,New,5
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,85,No,New,8.5
Male,1,No,10,Yes,Yes,Fiber optic,One year,79,Yes,New,7.181818182
Female,1,No,26,Yes,Yes,DSL,Two year,85,Yes,Medium,3.148148148
Male,0,No,7,Yes,No,DSL,Two year,44,No,New,5.5
Female,0,No,46,Yes,No,DSL,Month-to-month,104,No,Medium,2.212765957
Male,0,Yes,27,Yes,No,DSL,Two year,26,No,Medium,0.928571429
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,70,Yes,New,35
Female,1,No,40,No,No,DSL,Month-to-month,56,Yes,Medium,1.365853659
Male,0,Yes,49,Yes,No,DSL,Two year,75,Yes,Loyal,1.5
Male,0,No,68,Yes,Yes,DSL,Two year,108,Yes,Loyal,1.565217391
Female,0,Yes,18,Yes,No,DSL,Month-to-month,58,No,Medium,3.052631579
Female,1,No,28,Yes,Yes,Fiber optic,One year,106,Yes,Medium,3.655172414
Female,0,No,72,Yes,No,DSL,One year,101,No,Loyal,1.383561644
Female,0,No,62,Yes,No,Fiber optic,One year,85,No,Loyal,1.349206349
Female,0,Yes,34,Yes,No,DSL,Month-to-month,25,No,Medium,0.714285714
Female,0,No,46,Yes,No,Fiber optic,Month-to-month,56,No,Medium,1.191489362
Male,0,No,31,Yes,No,DSL,Month-to-month,82,No,Medium,2.5625
Male,0,No,27,Yes,Yes,Fiber optic,Two year,100,No,Medium,3.571428571
Male,0,Yes,30,Yes,Yes,Fiber optic,Month-to-month,54,No,Medium,1.741935484
Male,0,Yes,11,Yes,No,Fiber optic,Two year,86,No,New,7.166666667
Female,1,No,46,Yes,No,DSL,One year,110,Yes,Medium,2.340425532
Female,0,No,44,Yes,Yes,Fiber optic,Month-to-month,50,No,Medium,1.111111111
Female,0,No,42,Yes,Yes,DSL,Month-to-month,68,No,Medium,1.581395349
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,50,Yes,Medium,2.631578947
Female,0,No,50,Yes,Yes,DSL,One year,19,No,Loyal,0.37254902
Female,0,Yes,7,Yes,Yes,Fiber optic,Month-to-month,51,No,New,6.375
Female,0,Yes,66,Yes,No,DSL,Month-to-month,90,No,Loyal,1.343283582
Female,0,Yes,26,No,No,DSL,Month-to-month,46,No,Medium,1.703703704
Male,0,No,1,Yes,No,DSL,One year,69,Yes,New,34.5
Male,0,No,67,Yes,No,DSL,Month-to-month,93,No,Loyal,1.367647059
Female,0,No,26,Yes,Yes,DSL,Month-to-month,100,No,Medium,3.703703704
Female,0,No,52,Yes,No,DSL,Month-to-month,95,No,Loyal,1.79245283
Female,0,Yes,12,Yes,No,DSL,Month-to-month,77,No,New,5.923076923
Male,1,No,10,Yes,Yes,Fiber optic,Month-to-month,73,Yes,New,6.636363636
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,44,No,New,22
Female,1,No,47,Yes,No,DSL,Two year,67,No,Medium,1.395833333
Male,0,No,57,Yes,Yes,Fiber optic,Month-to-month,90,No,Loyal,1.551724138
Female,0,No,1,Yes,No,DSL,One year,71,Yes,New,35.5
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,114,No,Loyal,1.561643836
Female,1,No,45,No,No,Fiber optic,One year,34,No,Medium,0.739130435
Female,0,No,38,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,0.512820513
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,90,No,New,45
Male,0,Yes,17,Yes,No,DSL,Month-to-month,81,No,Medium,4.5
Female,0,Yes,59,Yes,Yes,DSL,One year,76,No,Loyal,1.266666667
Male,0,No,15,Yes,Yes,DSL,Month-to-month,101,Yes,Medium,6.3125
Male,0,No,32,Yes,Yes,DSL,One year,73,No,Medium,2.212121212
Male,0,No,43,Yes,Yes,Fiber optic,Two year,20,No,Medium,0.454545455
Male,1,No,71,Yes,Yes,Fiber optic,Month-to-month,25,No,Loyal,0.347222222
Female,0,No,54,Yes,No,DSL,Month-to-month,115,No,Loyal,2.090909091
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,81,Yes,New,13.5
Female,0,Yes,14,Yes,Yes,Fiber optic,Month-to-month,20,No,Medium,1.333333333
Female,0,Yes,62,Yes,No,DSL,One year,100,Yes,Loyal,1.587301587
Female,1,Yes,72,Yes,No,DSL,Month-to-month,90,No,Loyal,1.232876712
Male,0,No,42,Yes,Yes,DSL,Two year,108,No,Medium,2.511627907
Female,1,No,72,Yes,No,DSL,One year,26,No,Loyal,0.356164384
Female,0,Yes,30,Yes,Yes,DSL,One year,25,No,Medium,0.806451613
Male,0,No,40,Yes,Yes,DSL,Two year,97,Yes,Medium,2.365853659
Female,0,Yes,25,No,Yes,Fiber optic,Month-to-month,35,No,Medium,1.346153846
Male,0,No,65,Yes,No,DSL,Two year,67,No,Loyal,1.015151515
Female,0,No,14,Yes,No,DSL,Two year,20,No,Medium,1.333333333
Female,0,Yes,35,Yes,Yes,DSL,Month-to-month,20,No,Medium,0.555555556
Female,0,No,30,Yes,No,DSL,One year,70,No,Medium,2.258064516
Female,0,Yes,30,Yes,Yes,DSL,One year,86,No,Medium,2.774193548
Male,0,No,64,Yes,No,DSL,One year,100,No,Loyal,1.538461538
Male,0,Yes,71,Yes,No,Fiber optic,Month-to-month,90,No,Loyal,1.25
Male,0,No,3,No,No,DSL,Two year,37,Yes,New,9.25
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,75,No,New,8.333333333
Male,0,No,13,Yes,Yes,Fiber optic,Month-to-month,99,Yes,Medium,7.071428571
Female,0,No,48,Yes,No,DSL,Month-to-month,25,No,Medium,0.510204082
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,85,No,Medium,3.148148148
Female,0,No,36,Yes,No,DSL,One year,76,No,Medium,2.054054054
Female,0,Yes,50,Yes,No,DSL,Month-to-month,70,No,Loyal,1.37254902
Male,0,No,49,Yes,No,DSL,Month-to-month,55,No,Loyal,1.1
Male,1,No,43,Yes,No,DSL,One year,101,No,Medium,2.295454545
Male,0,Yes,8,Yes,No,DSL,Month-to-month,19,No,New,2.111111111
Female,0,Yes,2,Yes,Yes,DSL,One year,61,No,New,20.33333333
Male,0,Yes,53,Yes,No,Fiber optic,Month-to-month,86,No,Loyal,1.592592593
Female,0,No,64,Yes,Yes,Fiber optic,Month-to-month,97,No,Loyal,1.492307692
Male,0,No,17,Yes,Yes,Fiber optic,Month-to-month,56,No,Medium,3.111111111
Male,0,No,53,Yes,Yes,DSL,One year,20,No,Loyal,0.37037037
Male,0,No,1,Yes,No,DSL,Two year,51,No,New,25.5
Female,0,Yes,48,Yes,Yes,Fiber optic,Month-to-month,100,No,Medium,2.040816327
Female,0,Yes,8,No,No,Fiber optic,Month-to-month,38,No,New,4.222222222
Female,0,Yes,10,Yes,Yes,DSL,Two year,91,No,New,8.272727273
Male,0,No,40,Yes,No,DSL,Two year,81,No,Medium,1.975609756
Female,0,Yes,32,Yes,Yes,Fiber optic,Two year,74,No,Medium,2.242424242
Male,1,No,41,Yes,Yes,Fiber optic,Month-to-month,95,No,Medium,2.261904762
Female,0,No,25,Yes,No,DSL,One year,100,Yes,Medium,3.846153846
Male,0,Yes,22,Yes,Yes,DSL,Month-to-month,89,No,Medium,3.869565217
Male,0,No,24,Yes,Yes,DSL,One year,25,No,Medium,1
Male,0,No,24,Yes,No,Fiber optic,Month-to-month,60,No,Medium,2.4
Female,1,No,64,Yes,Yes,Fiber optic,Two year,75,No,Loyal,1.153846154
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,108,No,New,27
Male,1,No,63,Yes,No,Fiber optic,One year,109,No,Loyal,1.703125
Female,0,Yes,13,Yes,No,Fiber optic,Month-to-month,53,No,Medium,3.785714286
Male,0,No,20,No,No,Fiber optic,Month-to-month,55,No,Medium,2.619047619
Female,0,Yes,54,Yes,Yes,DSL,Month-to-month,86,No,Loyal,1.563636364
Female,0,Yes,38,Yes,No,DSL,Two year,20,No,Medium,0.512820513
Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,70,Yes,New,35
Male,0,No,67,No,No,DSL,One year,44,No,Loyal,0.647058824
Male,0,Yes,53,Yes,No,DSL,Two year,64,No,Loyal,1.185185185
Female,0,Yes,29,Yes,No,DSL,Month-to-month,26,No,Medium,0.866666667
Female,0,No,14,Yes,No,DSL,Month-to-month,56,No,Medium,3.733333333
Female,0,No,48,Yes,Yes,Fiber optic,Month-to-month,60,Yes,Medium,1.224489796
Female,0,No,48,Yes,No,DSL,Month-to-month,70,No,Medium,1.428571429
Male,0,Yes,1,Yes,No,DSL,Two year,60,No,New,30
Male,0,Yes,44,Yes,No,DSL,Month-to-month,25,No,Medium,0.555555556
Male,0,Yes,45,Yes,Yes,Fiber optic,Month-to-month,96,No,Medium,2.086956522
Female,0,No,56,Yes,No,Fiber optic,Month-to-month,74,Yes,Loyal,1.298245614
Male,0,No,14,No,Yes,DSL,Two year,31,No,Medium,2.066666667
Male,0,No,2,Yes,Yes,DSL,Month-to-month,71,No,New,23.66666667
Male,1,No,36,Yes,No,Fiber optic,Month-to-month,54,No,Medium,1.459459459
Female,0,No,5,No,Yes,DSL,One year,40,Yes,New,6.666666667
Female,0,Yes,69,Yes,Yes,DSL,Month-to-month,61,No,Loyal,0.871428571
Male,0,Yes,62,Yes,No,DSL,Month-to-month,108,No,Loyal,1.714285714
Female,0,No,1,Yes,Yes,Fiber optic,Two year,20,No,New,10
Female,0,No,34,Yes,Yes,Fiber optic,Month-to-month,65,No,Medium,1.857142857
Male,0,No,16,Yes,Yes,DSL,Month-to-month,81,No,Medium,4.764705882
Female,0,Yes,14,Yes,No,DSL,Two year,19,No,Medium,1.266666667
Male,0,Yes,49,Yes,No,Fiber optic,Month-to-month,98,No,Loyal,1.96
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,80,Yes,New,26.66666667
Male,0,Yes,26,Yes,No,DSL,Month-to-month,19,No,Medium,0.703703704
Male,0,No,22,Yes,Yes,DSL,One year,96,No,Medium,4.173913043
Male,0,Yes,33,Yes,Yes,Fiber optic,Month-to-month,74,Yes,Medium,2.176470588
Male,0,Yes,4,Yes,No,DSL,One year,20,No,New,4
Male,0,No,19,Yes,No,DSL,Two year,20,No,Medium,1
Male,0,Yes,57,Yes,Yes,DSL,Month-to-month,90,No,Loyal,1.551724138
Male,0,No,51,Yes,Yes,DSL,Two year,86,No,Loyal,1.653846154
Male,0,No,1,Yes,No,DSL,Two year,44,Yes,New,22
Male,0,No,3,Yes,No,DSL,One year,90,No,New,22.5
Female,0,No,15,No,Yes,Fiber optic,Month-to-month,46,No,Medium,2.875
Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,80,No,Loyal,1.509433962
Male,0,No,56,Yes,Yes,Fiber optic,Month-to-month,100,Yes,Loyal,1.754385965
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,77,Yes,New,19.25
Female,0,No,26,No,No,Fiber optic,Month-to-month,35,No,Medium,1.296296296
Female,0,No,68,Yes,No,Fiber optic,Two year,111,No,Loyal,1.608695652
Female,0,No,4,Yes,No,DSL,Month-to-month,51,No,New,10.2
Male,0,Yes,72,Yes,No,DSL,One year,26,No,Loyal,0.356164384
Female,0,No,40,Yes,No,Fiber optic,Month-to-month,106,No,Medium,2.585365854
Male,1,Yes,66,Yes,No,Fiber optic,Month-to-month,100,Yes,Loyal,1.492537313
Female,1,No,19,Yes,No,DSL,Month-to-month,105,No,Medium,5.25
Male,0,No,42,Yes,No,Fiber optic,Month-to-month,20,No,Medium,0.465116279
Male,0,Yes,34,Yes,Yes,DSL,Month-to-month,98,No,Medium,2.8
Female,0,No,1,Yes,Yes,DSL,One year,81,Yes,New,40.5
Male,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,89,No,Loyal,1.219178082
Female,0,No,51,Yes,Yes,DSL,Month-to-month,20,No,Loyal,0.384615385
Female,1,No,55,Yes,Yes,Fiber optic,Two year,85,Yes,Loyal,1.517857143
Female,0,Yes,66,Yes,Yes,Fiber optic,Month-to-month,102,Yes,Loyal,1.52238806
Female,1,No,30,Yes,No,DSL,Month-to-month,90,No,Medium,2.903225806
Male,1,No,34,Yes,Yes,Fiber optic,Two year,90,No,Medium,2.571428571
Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,78,Yes,Loyal,1.392857143
Female,0,No,54,Yes,No,Fiber optic,Month-to-month,95,No,Loyal,1.727272727
Male,0,No,57,No,No,Fiber optic,Month-to-month,39,Yes,Loyal,0.672413793
Male,0,Yes,11,Yes,Yes,Fiber optic,Month-to-month,74,Yes,New,6.166666667
Male,0,No,2,Yes,No,DSL,Month-to-month,20,No,New,6.666666667
Male,1,No,4,Yes,No,DSL,One year,69,No,New,13.8
Female,0,Yes,72,Yes,No,DSL,Month-to-month,91,No,Loyal,1.246575342
Male,0,No,48,Yes,No,DSL,Month-to-month,20,No,Medium,0.408163265
Male,0,No,26,Yes,No,DSL,One year,21,No,Medium,0.777777778
Female,0,Yes,15,Yes,Yes,Fiber optic,Two year,20,No,Medium,1.25
Female,0,No,15,Yes,Yes,DSL,Two year,83,No,Medium,5.1875
Male,0,No,64,Yes,Yes,Fiber optic,Month-to-month,102,No,Loyal,1.569230769
Female,0,No,71,Yes,Yes,DSL,Two year,111,No,Loyal,1.541666667
Male,0,No,63,Yes,No,DSL,Two year,69,No,Loyal,1.078125
Female,0,Yes,64,Yes,No,DSL,One year,104,No,Loyal,1.6
Male,0,No,45,Yes,Yes,Fiber optic,Month-to-month,76,No,Medium,1.652173913
Female,0,No,4,Yes,Yes,Fiber optic,Month-to-month,20,No,New,4
Female,0,No,31,Yes,Yes,Fiber optic,Month-to-month,90,Yes,Medium,2.8125
Male,0,No,68,Yes,Yes,DSL,Two year,110,Yes,Loyal,1.594202899
Male,0,No,25,Yes,No,DSL,Month-to-month,82,No,Medium,3.153846154
